Drug,Species,Total_Observed,Total_Predicted
Tigecycline_I,Klebsiella variicola,1,0.9999999999999933
Tigecycline_I,"Klebsiella, non-speciated",1,1.000000000000007
Tigecycline_I,Morganella morganii,55,55.00000000000009
Tigecycline_I,Parabacteroides distasonis,1,1.000000000000002
Tigecycline_I,Proteus hauseri,1,1.0000000000000018
Tigecycline_I,Proteus mirabilis,243,243.00000000000057
Tigecycline_I,Proteus vulgaris,7,7.00000000000002
Tigecycline_I,Providencia rettgeri,12,12.000000000000034
Tigecycline_I,Providencia stuartii,52,52.00000000000016
Tigecycline_I,"Providencia, non-speciated",2,2.000000000000005
Tigecycline_I,Serratia fonticola,1,1.0000000000000022
Tigecycline_I,Serratia marcescens,35,35.000000000000085
Vancomycin_I,Enterococcus avium,2,2.0000000000000173
Vancomycin_I,Enterococcus casseliflavus,2,2.000000000000004
Vancomycin_I,Enterococcus durans,10,9.999999999999915
Vancomycin_I,Enterococcus faecalis,225,225.00000000000023
Vancomycin_I,Enterococcus faecium,1865,1864.9999999999932
Vancomycin_I,Enterococcus gallinarum,4,3.9999999999999964
Vancomycin_I,Enterococcus hirae,1,0.9999999999999792
Vancomycin_I,Enterococcus raffinosus,5,5.000000000000003
Vancomycin_I,"Enterococcus, non-speciated",2,2.0000000000000004
